cusip_9,isin,issue_cusip,complete_cusip,issue_id,maturity,offering_date,issue_name,coupon_type,coupon_type_label,offering_yield,security_level,seniority,bond_type,offering_amt,principal_amt,issuer_id,cusip_name,industry_group,industry_code,naics_code,naics_2digit,sector,rating,rating_type,rating_date,convertible,redeemable,putable,rule_144a,amount_outstanding,amount_outstanding_date,rating_broad
52519FEB3,US52519FEB31,EB3,52519FEB3,304703,2030-09-20,2005-09-15,LEHMAN NT SER B,F,Fixed,5.45,SEN,Senior Unsecured,RNT,10967.0,1000.0,2444.0,LEHMAN BROS HLDGS INC,2.0,22,52311.0,52,Finance & Insurance,C,MR,2008-12-08,N,Y,N,N,0.0,2012-03-06,C
52519FEC1,US52519FEC14,EC1,52519FEC1,305702,2030-09-27,2005-09-22,LEHMAN NT SER B,F,Fixed,5.55,SEN,Senior Unsecured,RNT,11474.0,1000.0,2444.0,LEHMAN BROS HLDGS INC,2.0,22,52311.0,52,Finance & Insurance,C,MR,2008-12-08,N,Y,N,N,11474.0,2005-09-22,C
668771AL2,US668771AL22,AL2,668771AL2,1051755,2030-09-30,2022-09-08,GTD SR NT RULE 144A,F,Fixed,7.124,SEN,Senior Unsecured,CDEB,600000.0,1000.0,50215.0,NORTONLIFELOCK INC,5.0,60,334610.0,33,Manufacturing,BB+,FR,2024-01-22,N,Y,N,Y,600000.0,2022-09-19,BB
35640YAL1,US35640YAL11,AL1,35640YAL1,1102572,2030-10-01,2023-09-14,SR NT RULE 144A,F,Fixed,12.689,SEN,Senior Unsecured,CDEB,500000.0,1000.0,48039.0,FREEDOM MTG CORP,2.0,22,522292.0,52,Finance & Insurance,B2,MR,2023-12-01,N,Y,N,Y,500000.0,2023-09-28,B
65342RAF7,US65342RAF73,AF7,65342RAF7,1048092,2030-10-01,2022-08-08,SR SECD NT RULE 144A,F,Fixed,7.5,SS,Senior Subordinated,CDEB,350000.0,1000.0,47557.0,NFP CORP,2.0,23,524210.0,52,Finance & Insurance,B1,MR,2022-12-16,N,Y,N,Y,21280.0,2024-04-30,B
501797AW4,US501797AW48,AW4,501797AW4,935833,2030-10-01,2020-09-16,GTD SR NT RULE 144A,F,Fixed,6.625,SEN,Senior Unsecured,CDEB,1000000.0,1000.0,44639.0,L BRANDS INC,1.0,10,311812.0,31,Manufacturing,Ba2,MR,2021-08-12,N,Y,N,Y,1000000.0,2020-09-30,BB
366651AE7,US366651AE76,AE7,366651AE7,935131,2030-10-01,2020-09-14,GTD SR NT RULE 144A,F,Fixed,3.75,SEN,Senior Unsecured,CDEB,800000.0,1000.0,34505.0,GARTNER INC,1.0,15,51919.0,51,Information/Media,Ba1,MR,2022-05-25,N,Y,N,Y,800000.0,2020-09-14,BB
05465CAA8,US05465CAA80,AA8,05465CAA8,933429,2030-10-01,2020-09-15,SUB NT FIXED/FLTG RT,V,Variable,,SEN,Senior Unsecured,CDEB,175000.0,1000.0,50635.0,AXOS FINL INC,2.0,20,,na,Other,Ba1,MR,2023-02-01,N,Y,N,N,175000.0,2020-09-15,BB
04288BAB6,US04288BAB62,AB6,04288BAB6,1093883,2030-10-01,2023-07-27,SR SECD NT RULE 144A,F,Fixed,8.0,SS,Senior Subordinated,CDEB,700000.0,1000.0,52048.0,ARSENAL AIC PARENT LLC,2.0,60,525990.0,52,Finance & Insurance,Ba3,MR,2023-07-24,,Y,,Y,700000.0,2023-08-10,BB
62886EAZ1,US62886EAZ16,AZ1,62886EAZ1,925905,2030-10-01,2020-08-17,GTD SR NT RULE 144A,F,Fixed,5.25,SEN,Senior Unsecured,CDEB,450000.0,1000.0,36559.0,NCR CORP NEW,1.0,10,334111.0,33,Manufacturing,BB-,FR,2023-12-18,N,Y,N,Y,52103.0,2024-09-26,BB
855170AA4,US855170AA41,AA4,855170AA4,1102575,2030-10-01,2023-09-19,SE SECD NT RULE 144A,F,Fixed,9.0,SS,Senior Subordinated,CDEB,1000000.0,1000.0,52083.0,STAR PARENT INC,2.0,60,525990.0,52,Finance & Insurance,B,SPR,2023-09-06,N,Y,N,Y,1000000.0,2023-09-28,B
60467Q102,US60467Q1022,102,60467Q102,112174,2030-10-01,2000-09-26,TR PFD SECS CONV SER A,F,Fixed,6.25,NON,Not Specified,TPCS,300000.0,50.0,35049.0,MIRANT CORP,3.0,30,221122.0,22,Utilities,CCC-,FR,2003-06-26,Y,Y,N,N,0.0,2006-01-03,CCC
67059TAH8,US67059TAH86,AH8,67059TAH8,931553,2030-10-01,2020-09-09,GTD SR NT,F,Fixed,6.375,SEN,Senior Unsecured,CDEB,600000.0,1000.0,40278.0,NUSTAR LOGISTICS L P,1.0,12,486110.0,48,Transportation,BB+,SPR,2024-05-03,N,Y,N,N,600000.0,2020-09-09,BB
428102AF4,US428102AF45,AF4,428102AF4,1028922,2030-10-15,2022-04-05,GTD SR NT RULE 144A,F,Fixed,5.5,SEN,Senior Unsecured,CDEB,400000.0,1000.0,48147.0,HESS MIDSTREAM OPERATIONS LP,1.0,12,213112.0,21,Energy (Oil & Gas),Ba2,MR,2022-04-05,N,Y,N,Y,400000.0,2022-04-08,BB
516806AJ5,US516806AJ59,AJ5,516806AJ5,1101586,2030-10-15,2023-09-18,GLOBAL GTD SR NT,F,Fixed,10.00041,SEN,Senior Unsecured,CDEB,500000.0,1000.0,41853.0,VITAL ENERGY INC,1.0,12,211120.0,21,Energy (Oil & Gas),B3,MR,2023-09-14,N,Y,N,N,302364.0,2024-04-16,B
48123VAF9,US48123VAF94,AF9,48123VAF9,938839,2030-10-15,2020-10-02,GTD SR NT RULE 144A,F,Fixed,4.625,SEN,Senior Unsecured,CDEB,750000.0,1000.0,43379.0,J2 GLOBAL INC,1.0,11,334290.0,33,Manufacturing,Ba3,MR,2024-02-16,N,Y,N,Y,666667.0,2021-10-22,BB
153527AN6,US153527AN61,AN6,153527AN6,939043,2030-10-15,2020-10-01,GLOBAL GTD SR NT,F,Fixed,4.125,SEN,Senior Unsecured,CDEB,500000.0,1000.0,30871.0,CENTRAL GARDEN & PET CO,1.0,14,424910.0,42,Wholesale Trade,B1,MR,2022-03-09,N,Y,N,N,500000.0,2020-10-16,B
53219LAW9,US53219LAW90,AW9,53219LAW9,1104957,2030-10-15,2023-09-29,SR SECD NT RULE 144A,F,Fixed,11.0,SS,Senior Subordinated,CDEB,1100000.0,1000.0,36529.0,LIFEPOINT HEALTH INC,1.0,15,62211.0,62,Healthcare,B2,MR,2024-07-26,N,Y,N,Y,1100000.0,2023-10-10,B
389375AL0,US389375AL09,AL0,389375AL0,940115,2030-10-15,2020-10-08,GTD SR NT RULE 144A,F,Fixed,4.75,SEN,Senior Unsecured,CDEB,800000.0,1000.0,36737.0,GRAY TELEVISION INC,1.0,11,51512.0,51,Information/Media,CCC,FR,2025-02-21,N,Y,N,Y,800000.0,2020-10-19,CCC
85571BBE4,US85571BBE48,BE4,85571BBE4,1203324,2030-10-15,2025-04-08,SR NT RULE 144A,F,Fixed,6.5,SEN,Senior Unsecured,CDEB,500000.0,1000.0,44031.0,STARWOOD PPTY TR INC,2.0,24,525990.0,52,Finance & Insurance,BB+,FR,2025-04-08,N,Y,N,Y,500000.0,2025-04-08,BB
52519FED9,US52519FED96,ED9,52519FED9,308254,2030-10-25,2005-10-20,LEHMAN NT SER B,F,Fixed,5.8,SEN,Senior Unsecured,RNT,18761.0,1000.0,2444.0,LEHMAN BROS HLDGS INC,2.0,22,52311.0,52,Finance & Insurance,C,MR,2008-12-08,N,Y,N,N,18761.0,2005-10-20,C
337930AD3,US337930AD30,AD3,337930AD3,942021,2030-11-01,2020-10-23,GLOBAL SUB NT FIXED/FLTG RT,V,Variable,,SUB,Subordinated,CDEB,150000.0,1000.0,41689.0,FLAGSTAR BANCORP INC,2.0,25,522180.0,52,Finance & Insurance,B2,MR,2024-03-15,N,Y,N,N,150000.0,2020-10-28,B
17888HAC7,US17888HAC79,AC7,17888HAC7,1105732,2030-11-01,2023-10-10,SR NT RULE 144A,F,Fixed,8.625,SEN,Senior Unsecured,CDEB,1000000.0,1000.0,52020.0,CIVITAS RES INC,1.0,12,,na,Other,BB,FR,2023-10-11,N,Y,N,Y,1000000.0,2023-10-17,BB
00489LAL7,US00489LAL71,AL7,00489LAL7,1146568,2030-11-06,2024-06-05,SR SECD NT RULE 144A,F,Fixed,7.5,SS,Senior Subordinated,CDEB,1100000.0,1000.0,48055.0,ACRISURE LLC / ACRISURE FIN INC,2.0,23,524210.0,52,Finance & Insurance,B2,MR,2024-06-03,N,Y,N,Y,1100000.0,2024-06-20,B
52519FEE7,US52519FEE79,EE7,52519FEE7,310463,2030-11-08,2005-11-03,LEHMAN NT SER B,F,Fixed,5.85,SEN,Senior Unsecured,RNT,3589.0,1000.0,2444.0,LEHMAN BROS HLDGS INC,2.0,22,52311.0,52,Finance & Insurance,C,MR,2008-12-08,N,Y,N,N,0.0,2012-03-06,C
345397B36,US345397B363,B36,345397B36,946001,2030-11-13,2020-11-08,GLOBAL NT,F,Fixed,4.0,SEN,Senior Unsecured,CDEB,1000000.0,1000.0,1664.0,FORD MTR CR CO,2.0,21,52222.0,52,Finance & Insurance,BB+,FR,2022-05-02,N,Y,N,N,1650000.0,2020-12-10,BB
210796306,US2107963066,306,210796306,119392,2030-11-15,2001-02-08,TR PFD SECS CONV (TIDES),F,Fixed,,NON,Not Specified,TPCS,250000.0,50.0,35123.0,CONTINENTAL AIRLS FIN TR II,1.0,16,48111.0,48,Transportation,CCC+,SPR,2015-02-27,Y,Y,N,N,0.0,2014-10-10,CCC
60855RAK6,US60855RAK68,AK6,60855RAK6,946577,2030-11-15,2020-11-02,GTD SR NT RULE 144A,F,Fixed,3.875,SEN,Senior Unsecured,CDEB,650000.0,1000.0,40065.0,MOLINA HEALTHCARE INC,2.0,23,524114.0,52,Finance & Insurance,Ba3,MR,2020-11-02,N,Y,N,Y,650000.0,2020-11-17,BB
70932MAE7,US70932MAE75,AE7,70932MAE7,1141717,2030-11-15,2024-05-20,GTD SR NT RULE 144A,F,Fixed,7.25,NON,Not Specified,CDEB,650000.0,1000.0,50667.0,PENNYMAC FINL SVCS INC NEW,2.0,22,523940.0,52,Finance & Insurance,BB-,FR,2024-06-07,N,Y,N,Y,650000.0,2024-05-23,BB
210796207,US2107962076,207,210796207,437326,2030-11-15,2000-11-07,TR PFD SECS CONV RULE 144A,F,Fixed,6.0,NON,Not Specified,TPCS,250000.0,50.0,35123.0,CONTINENTAL AIRLS FIN TR II,1.0,16,48111.0,48,Transportation,CCC+,SPR,2015-02-27,Y,N,N,Y,1.0,2001-03-28,CCC
12685JAC9,US12685JAC99,AC9,12685JAC9,944107,2030-11-15,2020-10-26,GTD SR NT RULE 144A,F,Fixed,4.0,SEN,Senior Unsecured,CDEB,650000.0,1000.0,49387.0,CABLE ONE INC,1.0,11,516210.0,51,Information/Media,B+,SPR,2024-10-08,,Y,,Y,650000.0,2020-11-09,B
126307BB2,US126307BB25,BB2,126307BB2,908383,2030-12-01,2020-06-02,SR NT RULE 144A,F,Fixed,4.125,SEN,Senior Unsecured,CDEB,1100000.0,1000.0,46759.0,CSC HLDGS LLC,3.0,11,516210.0,51,Information/Media,B-,SPR,2024-02-21,N,Y,N,Y,1100000.0,2020-06-02,B
126307BD8,US126307BD80,BD8,126307BD8,908385,2030-12-01,2020-06-02,GTD SR NT RULE 144A,F,Fixed,4.625,SEN,Senior Unsecured,CDEB,625000.0,1000.0,46759.0,CSC HLDGS LLC,3.0,11,516210.0,51,Information/Media,CCC,SPR,2024-02-21,N,Y,N,Y,2325000.0,2020-08-17,CCC
34960PAE1,US34960PAE16,AE1,34960PAE1,1110630,2030-12-01,2023-11-16,GTD SR NT RULE 144A,F,Fixed,8.00177,SEN,Senior Unsecured,CDEB,500000.0,1000.0,47229.0,FORTRESS TRANSN & INFRASTRUCTURE INVS LLC,1.0,16,532411.0,53,Real Estate,BB-,FR,2024-04-24,N,Y,N,Y,500000.0,2023-11-21,BB
829259BA7,US829259BA72,BA7,829259BA7,949971,2030-12-01,2020-11-19,GTD SR SECD NT RULE 144A,F,Fixed,4.125,SS,Senior Subordinated,CDEB,750000.0,1000.0,40862.0,SINCLAIR TELEVISION GROUP INC,1.0,11,516120.0,51,Information/Media,CCC,SPR,2025-01-27,,Y,,Y,470181.0,2025-02-12,CCC
78490FVL0,US78490FVL02,VL0,78490FVL0,301097,2030-12-15,2005-08-22,ED NT SER B,F,Fixed,5.5,SEN,Senior Unsecured,RNT,707.0,1000.0,36718.0,SLM CORP,2.0,22,522291.0,52,Finance & Insurance,Ba3,MR,2024-04-01,N,Y,N,N,707.0,2005-08-22,BB
893647BS5,US893647BS53,BS5,893647BS5,1095015,2030-12-15,2023-08-09,GTD SR SECD NT RULE 144A,F,Fixed,6.875,SS,Senior Subordinated,CDEB,1450000.0,1000.0,33277.0,TRANSDIGM INC,1.0,10,336411.0,33,Manufacturing,B+,SPR,2023-08-09,N,Y,N,Y,1450000.0,2023-08-18,B
63861CAD1,US63861CAD11,AD1,63861CAD1,951553,2030-12-15,2020-12-01,GTD SR NT RULE 144A,F,Fixed,5.125,SEN,Senior Unsecured,CDEB,650000.0,1000.0,50065.0,NATIONSTAR MTG HLDGS INC,2.0,21,522292.0,52,Finance & Insurance,B1,MR,2024-01-29,N,Y,N,Y,650000.0,2020-12-04,B
78490FWD7,US78490FWD76,WD7,78490FWD7,310451,2030-12-15,2005-11-07,ED NT SER B,F,Fixed,6.0,SEN,Senior Unsecured,RNT,534.0,1000.0,36718.0,SLM CORP,2.0,22,522291.0,52,Finance & Insurance,Ba3,MR,2024-04-01,N,Y,N,N,534.0,2005-11-07,BB
78490FVN6,US78490FVN67,VN6,78490FVN6,302000,2030-12-15,2005-08-29,ED NT SER B,F,Fixed,5.5,SEN,Senior Unsecured,RNT,1109.0,1000.0,36718.0,SLM CORP,2.0,22,522291.0,52,Finance & Insurance,Ba3,MR,2024-04-01,N,Y,N,N,1109.0,2005-08-29,BB
29103CAA6,US29103CAA62,AA6,29103CAA6,1083980,2030-12-15,2023-05-04,SR SECD NT RULE 144A,F,Fixed,6.625,SS,Senior Subordinated,CDEB,2275000.0,1000.0,51992.0,EMERALD DEBT MERGER SUB LLC,2.0,22,525990.0,52,Finance & Insurance,B1,MR,2024-06-12,N,Y,N,Y,2775000.0,2024-02-06,B
57183MDA5,US57183MDA53,DA5,57183MDA5,176069,2030-12-16,2003-12-08,MINOTE,F,Fixed,6.0,SEN,Senior Unsecured,RNT,4445.0,1000.0,2607.0,MARSHALL & ILSLEY CORP,2.0,20,52211.0,52,Finance & Insurance,BB+,SPR,2010-10-21,N,Y,N,N,0.0,2011-12-15,BB
52519FEF4,US52519FEF45,EF4,52519FEF4,317061,2030-12-20,2005-12-15,LEHMAN NT SER B,F,Fixed,5.95,SEN,Senior Unsecured,RNT,7130.0,1000.0,2444.0,LEHMAN BROS HLDGS INC,2.0,22,52311.0,52,Finance & Insurance,C,MR,2008-12-08,N,Y,N,N,0.0,2012-03-06,C
29280LAA1,US29280LAA17,AA1,29280LAA1,953477,2030-12-30,2020-12-09,GTD SR SECD NT RULE 144A,F,Fixed,5.5,SS,Senior Subordinated,CDEB,710000.0,1000.0,50839.0,ENFRAGEN ENERGIA S A U / PRIME ENERGIA S P A / ENFRAGEN,1.0,30,221111.0,22,Utilities,Ba3,MR,2022-07-22,N,Y,N,Y,710000.0,2020-12-16,BB
87470LAJ0,US87470LAJ08,AJ0,87470LAJ0,957453,2030-12-31,2020-12-15,GTD SR NT RULE 144A,F,Fixed,6.0,SEN,Senior Unsecured,CDEB,750000.0,1000.0,46729.0,TALLGRASS ENERGY PARTNERS LP / TALLGRASS ENERGY FIN CORP,1.0,12,486210.0,48,Transportation,B1,MR,2024-02-20,,Y,,Y,750000.0,2020-12-22,B
16115QAG5,US16115QAG55,AG5,16115QAG5,1064068,2031-01-01,2022-12-08,GUAR SR NT RULE 144A,F,Fixed,9.875,SEN,Senior Unsecured,CDEB,510000.0,1000.0,38718.0,CHART INDS INC,1.0,10,,na,Other,B3,MR,2022-12-06,N,Y,N,Y,510000.0,2022-12-22,B
81105DAB1,US81105DAB10,AB1,81105DAB1,956317,2031-01-15,2020-12-15,GTD SR NT RULE 144A,F,Fixed,5.375,SEN,Senior Unsecured,CDEB,500000.0,1000.0,50859.0,SCRIPPS ESCROW II INC,5.0,11,525990.0,52,Finance & Insurance,C,FR,2025-04-15,N,Y,N,Y,500000.0,2020-12-30,C
853496AH0,US853496AH04,AH0,853496AH0,924739,2031-01-15,2020-08-07,SR NT RULE 144A,F,Fixed,3.375,SEN,Senior Unsecured,CDEB,1100000.0,1000.0,46365.0,STANDARD INDS INC DEL,1.0,17,,na,Other,B1,MR,2024-09-16,N,Y,N,Y,1100000.0,2020-08-07,B
530715AN1,US530715AN13,AN1,530715AN1,127435,2031-01-15,2001-07-06,SR DEB EXCH,F,Fixed,,SEN,Senior Unsecured,CDEB,600000.0,1000.0,33851.0,LIBERTY MEDIA CORP,1.0,11,334220.0,33,Manufacturing,BB,FR,2021-09-30,N,Y,N,N,0.0,2021-12-13,BB
12653CAK4,US12653CAK45,AK4,12653CAK4,1052698,2031-01-15,2022-09-12,GTD SR NT RULE 144A,F,Fixed,7.375,SEN,Senior Unsecured,CDEB,500000.0,1000.0,49145.0,CNX RES CORP,1.0,12,213111.0,21,Energy (Oil & Gas),BB+,FR,2024-05-06,N,Y,N,Y,500000.0,2022-09-26,BB
530715AM3,US530715AM30,AM3,530715AM3,115529,2031-01-15,2001-01-11,DEB CONV RULE 144A,F,Fixed,,SEN,Senior Unsecured,CCOV,550000.0,1000.0,33851.0,LIBERTY MEDIA CORP,1.0,11,334220.0,33,Manufacturing,CCC,SPR,2023-01-13,Y,Y,N,Y,0.0,2001-08-02,CCC
536797AF0,US536797AF03,AF0,536797AF0,939161,2031-01-15,2020-09-30,GTD SR NT RULE 144A,F,Fixed,4.375,SEN,Senior Unsecured,CDEB,550000.0,1000.0,37850.0,LITHIA MTRS INC,1.0,14,44111.0,44,Retail Trade,Ba2,MR,2021-05-18,N,Y,N,Y,550000.0,2020-10-09,BB
513075BX8,US513075BX85,BX8,513075BX8,960238,2031-01-15,2021-01-07,GTD SR NT RULE 144A,F,Fixed,3.625,SEN,Senior Unsecured,CDEB,550000.0,1000.0,2420.0,LAMAR MEDIA CORP,1.0,15,54185.0,54,Professional Services,B1,MR,2021-01-07,N,Y,N,Y,0.0,2021-09-01,B
969457BA7,US969457BA76,BA7,969457BA7,115168,2031-01-15,2001-01-11,BD RULE 144A,F,Fixed,7.579,SEN,Senior Unsecured,CDEB,700000.0,1000.0,4547.0,WILLIAMS COS INC,3.0,31,48621.0,48,Transportation,BB+,SPR,2007-11-09,N,N,N,Y,0.0,2001-06-28,BB
530371AA1,US530371AA13,AA1,530371AA1,1067833,2031-01-15,2023-01-11,SUSTAINABILITY-LINKED SR SECD 144A 3C7 NT,F,Fixed,10.877,SS,Senior Subordinated,CDEB,400000.0,1000.0,51916.0,LIBERTY COSTA RICA SR SECD FIN,5.0,60,525990.0,52,Finance & Insurance,B2,MR,2023-01-03,N,Y,N,Y,400000.0,2023-01-26,B
26885BAL4,US26885BAL45,AL4,26885BAL4,959028,2031-01-15,2021-01-04,SR NT RULE 144A,F,Fixed,4.75,SEN,Senior Unsecured,CDEB,1100000.0,1000.0,45321.0,EQM MIDSTREAM PARTNERS LP,1.0,12,486210.0,48,Transportation,BB+,FR,2025-03-10,N,Y,N,Y,9616.0,2025-04-02,BB
01883LAF0,US01883LAF04,AF0,01883LAF0,1114154,2031-01-15,2023-12-05,SR SECD NT RULE 144A,F,Fixed,7.0,SS,Senior Subordinated,CDEB,750000.0,1000.0,49855.0,ALLIANT HLDGS INTER LLC/ALLIANT HLDGS CO-ISSUER INC,2.0,22,524210.0,52,Finance & Insurance,B2,MR,2024-06-21,N,Y,N,Y,750000.0,2024-01-19,B
00130HCF0,US00130HCF01,CF0,00130HCF0,951563,2031-01-15,2020-11-19,SR NT RULE 144A,F,Fixed,2.454,SEN,Senior Unsecured,CDEB,1000000.0,1000.0,11.0,AES CORP,3.0,30,221122.0,22,Utilities,Ba1,MR,2021-08-04,N,Y,N,Y,3110.0,2021-08-19,BB
86614RAP2,US86614RAP29,AP2,86614RAP2,1114252,2031-01-15,2023-12-14,GTD SR NT RULE 144A,F,Fixed,7.25,SEN,Senior Unsecured,CDEB,800000.0,1000.0,42823.0,SUMMIT MATLS LLC / SUMMIT MATLS FIN CORP,1.0,10,327320.0,32,Manufacturing,BB+,SPR,2024-01-23,N,Y,N,Y,800000.0,2023-12-14,BB
019736AG2,US019736AG29,AG2,019736AG2,947157,2031-01-30,2020-11-09,GTD SR NT RULE 144A,F,Fixed,3.75,SEN,Senior Unsecured,CDEB,1000000.0,1000.0,40076.0,ALLISON TRANSMISSION INC,1.0,10,333613.0,33,Manufacturing,BB+,FR,2024-02-07,N,Y,N,Y,1000000.0,2020-11-19,BB
721283AB5,US721283AB55,AB5,721283AB5,1112544,2031-01-31,2023-11-29,SR NT RULE 144A,F,Fixed,8.625,SEN,Senior Unsecured,CDEB,400000.0,1000.0,50569.0,PIKE CORP,3.0,30,238210.0,23,Construction,B3,MR,2024-09-12,N,Y,N,Y,400000.0,2023-12-04,B
786514BA6,US786514BA67,BA6,786514BA6,115857,2031-02-01,2001-01-26,DEB,F,Fixed,7.27101,SEN,Senior Unsecured,CDEB,600000.0,1000.0,3628.0,SAFEWAY INC,1.0,14,44511.0,44,Retail Trade,Ba2,MR,2024-08-16,N,Y,N,N,262099.0,2019-06-06,BB
184496AQ0,US184496AQ03,AQ0,184496AQ0,1067497,2031-02-01,2023-01-17,SR NT RULE 144A,F,Fixed,6.375,SEN,Senior Unsecured,CDEB,500000.0,1000.0,935.0,CLEAN HBRS INC,1.0,15,562219.0,56,Administrative Services,Ba3,MR,2024-05-15,N,Y,N,Y,500000.0,2023-01-24,BB
87485LAE4,US87485LAE48,AE4,87485LAE4,1122301,2031-02-01,2024-01-25,SECOND PRIORTY SE SECD NT RULE 144A,F,Fixed,9.375,SS,Senior Subordinated,CDEB,625000.0,1000.0,50860.0,TALOS PRODTN INC,5.0,12,237120.0,23,Construction,BB-,SPR,2024-01-23,N,Y,N,Y,625000.0,2024-02-07,BB
431318AV6,,AV6,431318AV6,960242,2031-02-01,2021-01-07,SR NT RULE 144A,F,Fixed,6.0,SEN,Senior Unsecured,CDEB,600000.0,1000.0,37333.0,HILCORP ENERGY I L P / HILCORP FINANCE COMPANY,2.0,24,213112.0,21,Energy (Oil & Gas),Ba2,MR,2023-10-11,N,Y,N,Y,600000.0,2021-01-22,BB
44267DAF4,US44267DAF42,AF4,44267DAF4,962060,2031-02-01,2021-01-19,GTD SR NT RULE 144A,F,Fixed,4.375,SEN,Senior Unsecured,CDEB,650000.0,1000.0,44605.0,HOWARD HUGHES CORP,2.0,24,237210.0,23,Construction,Ba3,MR,2021-03-30,N,Y,N,Y,650000.0,2021-02-02,BB
1248EPCK7,US1248EPCK74,CK7,1248EPCK7,919723,2031-02-01,2020-07-06,SR NT RULE 144A,F,Fixed,4.25,SEN,Senior Unsecured,CDEB,1500000.0,1000.0,37475.0,CCO HLDGS LLC / CCO HLDGS CAP CORP,1.0,11,517111.0,51,Information/Media,B1,MR,2024-05-07,N,Y,N,Y,3000000.0,2020-07-24,B
131347CQ7,US131347CQ78,CQ7,131347CQ7,920757,2031-02-01,2020-07-27,SR NT RULE 144A,F,Fixed,5.0,SEN,Senior Unsecured,CDEB,850000.0,1000.0,695.0,CALPINE CORP,3.0,30,221122.0,22,Utilities,BB-,FR,2023-08-25,N,Y,N,Y,850000.0,2020-07-27,BB
78486QAF8,US78486QAF81,AF8,78486QAF8,962530,2031-02-02,2021-01-26,GLOBAL SR NT,F,Fixed,1.83605,SEN,Senior Unsecured,CDEB,500000.0,1000.0,40331.0,SVB FINL GROUP,2.0,20,522110.0,52,Finance & Insurance,C,MR,2023-03-10,N,Y,N,N,0.0,2024-11-07,C
52519FEG2,US52519FEG28,EG2,52519FEG2,322987,2031-02-07,2006-02-02,LEHMAN NT SER B,F,Fixed,5.9,SEN,Senior Unsecured,RNT,6422.0,1000.0,2444.0,LEHMAN BROS HLDGS INC,2.0,22,52311.0,52,Finance & Insurance,C,MR,2008-12-08,N,Y,N,N,0.0,2012-03-06,C
92933BAR5,US92933BAR50,AR5,92933BAR5,924205,2031-02-15,2020-08-06,GTD SR SECD NT RULE 144A,F,Fixed,3.0,SS,Senior Subordinated,CDEB,550000.0,1000.0,40677.0,WMG ACQUISITION CORP,1.0,15,71113.0,71,Arts & Entertainment,Ba2,MR,2024-04-22,N,Y,N,Y,800000.0,2020-11-02,BB
740434873,US7404348739,873,740434873,130787,2031-02-15,2001-10-04,TR PFD SECS SER QWS - 1,F,Fixed,7.75,NON,Not Specified,TPCS,40000.0,25.0,35396.0,PREFERREDPLUS TR CTF,2.0,22,523991.0,52,Finance & Insurance,Ba1,MR,2013-03-18,N,Y,N,N,40000.0,2001-10-09,BB
053773BH9,US053773BH95,BH9,053773BH9,1110892,2031-02-15,2023-11-15,GTD SR NT RULE 144A,F,Fixed,8.12499,SEN,Senior Unsecured,CDEB,500000.0,1000.0,50940.0,AVIS BUDGET CAR RENT LLC / AVIS BUDGET FIN INC,5.0,16,532111.0,53,Real Estate,BB-,SPR,2023-11-15,N,Y,N,Y,500000.0,2023-11-22,BB
18539UAD7,US18539UAD72,AD7,18539UAD7,966912,2031-02-15,2021-03-02,SR NT RULE 144A,F,Fixed,3.75,SEN,Senior Unsecured,CDEB,925000.0,1000.0,48919.0,CLEARWAY ENERGY OPER LLC,1.0,30,335999.0,33,Manufacturing,Ba2,MR,2021-03-09,N,Y,N,Y,925000.0,2021-03-09,BB
05455JAA5,US05455JAA51,AA5,05455JAA5,1110318,2031-02-15,2023-11-08,SR NT RULE 144A,F,Fixed,7.25,SEN,Senior Unsecured,CDEB,500000.0,1000.0,52121.0,AXALTA COATING SYSTEMS DUTCH HOLDING B BV,5.0,10,325510.0,32,Manufacturing,B1,MR,2023-11-08,N,Y,N,Y,500000.0,2023-11-17,B
626738AF5,US626738AF53,AF5,626738AF5,961069,2031-02-15,2021-01-21,GTD SR NT RULE 144A,F,Fixed,3.75,SEN,Senior Unsecured,CDEB,500000.0,1000.0,44535.0,MURPHY OIL USA INC,1.0,12,32411.0,32,Manufacturing,Ba2,MR,2021-01-15,N,Y,N,Y,500000.0,2021-01-29,BB
201723AP8,US201723AP84,AP8,201723AP8,960299,2031-02-15,2021-01-19,GLOBAL SR NT,F,Fixed,3.875,SEN,Senior Unsecured,CDEB,300000.0,1000.0,5404.0,COMMERCIAL METALS CO,1.0,14,423510.0,42,Wholesale Trade,BB+,FR,2023-12-07,N,Y,N,N,300000.0,2021-02-02,BB
126307BF3,US126307BF39,BF3,126307BF3,923485,2031-02-15,2020-08-03,SR NT RULE 144A,F,Fixed,3.375,SEN,Senior Unsecured,CDEB,1000000.0,1000.0,46759.0,CSC HLDGS LLC,3.0,11,516210.0,51,Information/Media,B-,SPR,2024-02-21,N,Y,N,Y,1000000.0,2020-08-03,B
74913EAJ9,US74913EAJ91,AJ9,74913EAJ9,129110,2031-02-15,2001-07-26,NT,F,Fixed,,SEN,Senior Unsecured,CDEB,1000000.0,1000.0,34691.0,QWEST CAP FDG INC,1.0,11,517111.0,51,Information/Media,CCC-,SPR,2024-04-04,N,Y,N,N,115924.0,2022-09-30,CCC
629377CR1,US629377CR16,CR1,629377CR1,949927,2031-02-15,2020-11-17,SR NT RULE 144A,F,Fixed,3.625,SEN,Senior Unsecured,CDEB,1030000.0,1000.0,35258.0,NRG ENERGY INC,3.0,30,221122.0,22,Utilities,Ba2,MR,2024-04-17,,Y,,Y,1030000.0,2020-12-02,BB
